pe_ref_in_enseigne,pe_id,p_id_cat
86488,2256349,1835E
86698,2256350,1903E
86700,2256351,1415E
86748,2256352,1024E
86884,2256353,215E
86942,2256354,4477F
86990,2256355,236D
87004,2256356,301D
87135,2256357,1515E
87292,2256358,548D
87317,2256359,151D
87318,2256360,151D
87319,2256361,151D
87322,2256362,1360E
87323,2256363,1360E
87324,2256364,1365E
87325,2256365,1360E
87332,2256366,3887F
87340,2256367,4451F
87342,2256368,672F
87355,2256369,4451F
87356,2256370,4451F
87357,2256371,4451F
87358,2256372,4451F
87359,2256373,4451F
87360,2256374,4451F
87361,2256375,3426F
87362,2256376,672F
87366,2256377,351D
87367,2256378,
87369,2256379,449E
87370,2256380,449E
87371,2256381,449E
87410,2256382,4399F
87411,2256383,4399F
87413,2256384,4097F
87418,2256385,2161E
87449,2256386,449E
87559,2256387,351D
87623,2256388,120D
87705,2256389,
87833,2256390,301D
87882,2256391,4020F
87949,2256392,202D
87971,2256393,431D
88047,2256394,123D
88049,2256395,3369F
88123,2256396,486E
88132,2256397,489D
88133,2256398,489D
88136,2256399,477D
88137,2256400,477D
88152,2256401,477D
88159,2256402,37D
88181,2256403,
88185,2256404,351D
88188,2256405,347D
88191,2256406,545D
88192,2256407,36D
88193,2256408,416D
88201,2256409,416D
88204,2256410,416D
88208,2256411,3859F
88210,2256412,586D
88219,2256413,675F
88228,2256414,477D
88230,2256415,477D
88235,2256416,538D
88241,2256417,416D
88243,2256418,2059E
88244,2256419,477D
88247,2256420,477D
88248,2256421,1428E
88251,2256422,545D
88252,2256423,3407F
88260,2256424,351D
88266,2256425,489D
88271,2256426,483D
88274,2256427,545D
88292,2256428,402D
88296,2256429,484D
88300,2256430,477D
88301,2256431,484D
88313,2256432,3407F
88324,2256433,3403F
88329,2256434,586D
88348,2256435,2666F
88379,2256436,296D
88390,2256437,296D
88391,2256438,296D
88394,2256439,296D
88395,2256440,295D
88444,2256441,218D
88452,2256442,""
88453,2256443,296D
88464,2256444,301D
88466,2256445,296D
88469,2256446,304D
88476,2256447,536D
88477,2256448,477D
88478,2256449,536D
88481,2256450,
73857,2257949,351D
81811,2257950,2099E
82653,2257951,4030F
82654,2257952,4061F
82736,2257953,552D
84613,2257954,2104E
85740,2257955,351D
86019,2257956,351D
86112,2257957,237D
86940,2257958,1494E
86944,2257959,1494E
86947,2257960,1528E
87083,2257961,218D
87169,2257962,1324E
87177,2257963,432D
87792,2257964,351D
87852,2257965,627E
88134,2257966,483D
88160,2257967,301D
88198,2257968,477D
88205,2257969,2091E
88211,2257970,543D
88298,2257971,1566E
88304,2257972,2091E
88490,2257973,301D
88497,2257974,351D
88499,2257975,301D
17557,2259186,4362F
49906,2259187,304D
50919,2259188,270D
76983,2259189,2003E
79105,2259190,2003E
82777,2259191,238D
83633,2259192,1879E
85449,2259193,4215F
86425,2259194,3857F
86533,2259195,301D
86746,2259196,1888E
86756,2259197,1482E
87343,2259198,548D
87940,2259199,4082F
88039,2259200,70E
88043,2259201,191E
88045,2259202,302D
88056,2259203,3369F
88146,2259204,477D
88242,2259205,598D
88270,2259206,
88272,2259207,
88273,2259208,
88354,2259209,483D
88410,2259210,1426E
88417,2259211,729E
88454,2259212,300D
88470,2259213,3131F
88500,2259214,301D
88513,2259215,301D
21122,2259525,299D
85982,2259526,437E
86346,2259527,4096F
86431,2259528,3855F
86695,2259529,4037F
86705,2259530,4020F
86752,2259531,1888E
86757,2259532,1494E
87144,2259533,1548E
87145,2259534,1548E
87146,2259535,1548E
87537,2259536,4433F
87539,2259537,4433F
88004,2259538,670F
88042,2259539,1557E
88346,2259540,1354E
88409,2259541,436E
13445,2260827,237D
18876,2260828,485D
26395,2260829,211E
63709,2260830,295D
69230,2260831,4242F
76924,2260832,2049E
79981,2260833,""
79997,2260834,""
80000,2260836,351D
80002,2260837,""
80003,2260838,""
80004,2260839,""
80115,2260841,351D
80688,2260844,""
80689,2260845,""
80938,2260846,667F
81561,2260847,3407F
81596,2260848,1364E
81797,2260849,289D
82774,2260850,287D
83402,2260851,301D
83631,2260852,568D
83854,2260853,351D
83918,2260854,161E
83921,2260855,291D
83951,2260856,
83953,2260857,351D
84032,2260858,19D
84383,2260859,2103E
84482,2260860,290D
85059,2260861,36D
85271,2260862,3938F
85274,2260863,3933F
85300,2260864,180D
85494,2260865,1360E
85499,2260866,553D
85715,2260867,351D
85983,2260868,351D
85986,2260869,0
85992,2260870,4020F
85993,2260871,4020F
85994,2260872,4020F
85995,2260873,4020F
85996,2260874,4059F
86037,2260875,351D
86039,2260876,351D
86079,2260877,351D
86172,2260878,278D
86187,2260879,962E
86253,2260880,786E
86257,2260881,351D
86330,2260882,237F
86331,2260883,3016F
86332,2260884,3018F
86333,2260885,1027E
86334,2260886,1027E
86423,2260887,3855F
86429,2260888,3859F
86430,2260889,3859F
86439,2260890,1566E
86449,2260891,3016F
86465,2260892,1471E
86468,2260893,1471E
86506,2260894,279D
86507,2260895,279D
86509,2260896,279D
86511,2260897,279D
86569,2260898,26D
86707,2260899,4020F
86715,2260900,962E
86773,2260901,279D
86808,2260902,301D
86842,2260903,288D
86851,2260904,4246F
86852,2260905,4246F
86853,2260906,4246F
86881,2260907,4246F
86883,2260908,3855F
86917,2260909,436D
86941,2260910,255D
86973,2260911,273D
86974,2260912,270D
86979,2260913,270D
86980,2260914,270D
87054,2260915,4392F
87270,2260916,1419E
87273,2260917,4392F
87276,2260918,4386F
87277,2260919,2143E
87313,2260920,351D
87336,2260921,2012E
87339,2260922,670F
87344,2260923,548D
87345,2260924,449E
87346,2260925,347D
87347,2260926,553D
87351,2260927,553D
87364,2260928,667F
87365,2260929,667F
87368,2260930,227D
87374,2260931,558E
87515,2260932,1500E
87633,2260933,120D
87700,2260934,232D
87849,2260935,4477F
87851,2260936,351D
87856,2260937,351D
87857,2260938,351D
87858,2260939,351D
87864,2260940,351D
87867,2260941,351D
87868,2260942,351D
87870,2260943,351D
87916,2260944,2037E
87924,2260945,3421F
87926,2260946,3421F
87928,2260947,3421F
87931,2260948,3421F
87948,2260949,183D
87976,2260950,1489E
87978,2260951,1420E
88019,2260952,270D
88026,2260953,273D
88027,2260954,244D
88036,2260955,352E
88057,2260956,351D
88061,2260957,351D
88063,2260958,351D
88066,2260959,351D
88069,2260960,351D
88072,2260961,351D
88073,2260962,351D
88074,2260963,351D
88079,2260964,351D
88087,2260965,351D
88135,2260966,1688E
88143,2260967,477D
88144,2260968,1685E
88150,2260969,477D
88151,2260970,402D
88184,2260971,489D
88207,2260972,584D
88216,2260973,1662E
88226,2260974,1662E
88245,2260975,488D
88267,2260976,477D
88268,2260977,2049E
88269,2260978,2049E
88275,2260979,""
88286,2260980,402D
88287,2260981,""
88288,2260982,""
88289,2260983,""
88293,2260984,536D
88295,2260985,402D
88305,2260986,477D
88309,2260987,477D
88310,2260988,536D
88311,2260989,477D
88315,2260990,477D
88323,2260991,97D
88340,2260992,3933F
88341,2260993,3933F
88342,2260994,148D
88347,2260995,351D
88351,2260996,477D
88352,2260997,1659E
88353,2260998,1659E
88396,2261001,728E
88411,2261002,437E
88412,2261003,437E
88413,2261004,253D
88418,2261005,449E
88428,2261006,352D
88436,2261007,4355F
88442,2261008,218D
88455,2261009,238D
88456,2261010,2035E
88457,2261011,2035E
88460,2261012,1501E
88471,2261013,1327E
88472,2261014,3132F
88473,2261015,1327E
88479,2261016,1688E
88485,2261017,4080F
88495,2261018,3409F
88496,2261019,300D
88515,2261020,1426E
88516,2261021,436E
88522,2261022,1427E
88531,2261023,1295E
88533,2261024,660E
88542,2261025,100D
88543,2261026,1295E
88596,2261027,4395F
88597,2261028,4399F
88599,2261029,4395F
88600,2261030,4395F
88613,2261031,962E
88662,2261032,4087F
88738,2261033,4087F
88740,2261034,4087F
88742,2261035,4087F
79609,2263916,2104E
83185,2263922,351D
83403,2263923,301D
83707,2263924,215E
84450,2263925,844E
84850,2263926,273D
84889,2263927,826E
84890,2263928,824E
84891,2263929,272D
85093,2263930,304D
85095,2263932,304D
85396,2263933,351D
85502,2263934,2030E
85762,2263935,151D
86338,2263936,2138E
86347,2263937,4096F
86348,2263938,4096F
86349,2263939,4096F
86350,2263940,4096F
86357,2263941,4477F
86359,2263942,4475F
86424,2263943,3859F
86843,2263944,273D
86845,2263945,273D
86846,2263946,273D
86848,2263947,273D
86962,2263948,612E
87267,2263949,1418E
87806,2263950,301D
87807,2263951,301D
87828,2263952,273D
87922,2263953,2003E
87925,2263954,3421F
87939,2263955,706E
87959,2263956,2003E
88041,2263957,3392F
88064,2263958,729E
88071,2263959,4489F
88076,2263960,4489F
88177,2263961,37D
88194,2263962,489D
88254,2263963,2104E
88265,2263964,595D
88328,2263965,26D
88330,2263966,28D
88345,2263967,100D
88440,2263968,1481E
88441,2263969,1484E
88443,2263970,1483E
88449,2263971,437E
88486,2263972,234D
47368,2270802,199E
50972,2270803,351D
71446,2270804,2015E
78726,2270805,187D
80028,2270806,""
80032,2270807,""
80033,2270808,""
80034,2270809,""
83639,2270810,211D
83695,2270811,351D
84197,2270812,301D
84869,2270813,1483E
85158,2270814,1548E
85452,2270815,4194F
86716,2270816,962E
86718,2270817,301D
86885,2270818,146D
86886,2270819,215E
86916,2270820,431D
87102,2270821,4020F
87103,2270822,4038F
87104,2270823,4171F
87105,2270824,4038F
87106,2270825,4038F
87108,2270826,4171F
87215,2270827,270D
87708,2270828,351D
87740,2270829,438E
87750,2270830,351D
87824,2270831,273D
87827,2270832,273D
87829,2270833,273D
87861,2270834,301D
87990,2270835,4341F
87991,2270836,4341F
87992,2270837,4341F
87993,2270838,4341F
87994,2270839,4341F
87995,2270840,4341F
87996,2270841,4341F
87997,2270842,4341F
88167,2270843,351D
88432,2270844,2055E
88433,2270845,135D
88435,2270846,3272F
88437,2270847,3272F
88439,2270848,4184F
88451,2270849,227D
88520,2270850,296D
88529,2270851,351D
88530,2270852,351D
88627,2270853,351D
73708,2270869,3376F
79792,2270870,3371F
81129,2270871,301D
84575,2270872,291D
86068,2270873,706E
86829,2270874,304D
86996,2270875,620F
87229,2270876,291D
87230,2270877,127D
87231,2270878,127D
87232,2270879,291D
88060,2270880,253D
88182,2270881,351D
88183,2270882,351D
88335,2270883,351D
88338,2270884,351D
88546,2270885,351D
88675,2270886,301D
88676,2270887,301D
9462,2270888,""
79999,2271672,351D
80006,2271673,351D
80078,2271674,351D
80079,2271675,351D
80147,2271676,351D
81044,2271677,351D
82435,2271678,351D
82878,2271679,436E
82958,2271680,215E
83719,2271681,805E
83722,2271682,805E
84017,2271683,351D
84824,2271684,279D
84884,2271685,272D
84886,2271686,270D
84888,2271687,784E
85063,2271688,1420E
85072,2271689,36D
86071,2271690,351D
86140,2271691,1420E
86208,2271692,162D
86426,2271693,3857F
86593,2271694,351D
86847,2271695,273D
86889,2271696,11F
86954,2271697,232D
86956,2271698,177D
86959,2271699,241D
86961,2271700,234D
87166,2271701,1110E
87167,2271702,1110E
87170,2271703,1324E
87171,2271704,1324E
87172,2271705,1324E
87174,2271706,1306E
87274,2271707,1914E
87275,2271708,1914E
87278,2271709,664E
87294,2271710,4077F
87534,2271711,4398F
87545,2271712,4072F
87600,2271713,351D
87602,2271714,351D
87603,2271715,351D
87614,2271716,4510F
87707,2271717,351D
87840,2271718,351D
87853,2271719,351D
87854,2271720,351D
87855,2271721,351D
87866,2271722,351D
87872,2271723,351D
87950,2271724,1557E
88046,2271725,2129E
88048,2271726,2129E
88054,2271727,1484E
88112,2271728,351D
88113,2271729,351D
88116,2271730,4083F
88227,2271731,526D
88397,2271732,1513E
88398,2271733,1513E
88399,2271734,277D
88691,2271735,301D
88703,2271736,301D
89124,2271737,351D
25309,2273341,436E
4709,2273342,351D
61207,2273343,805E
77908,2273344,4190F
78383,2273345,301D
79155,2273346,272D
79779,2273347,351D
79780,2273348,351D
79781,2273349,351D
79862,2273350,351D
79865,2273351,3371F
79867,2273352,351D
79868,2273353,3371F
80063,2273354,351D
80071,2273355,351D
80075,2273356,3371F
80076,2273357,3371F
80077,2273358,351D
80119,2273359,351D
80456,2273360,670F
80458,2273361,670F
80461,2273362,670F
80462,2273363,3426F
80480,2273364,669F
80484,2273365,154D
80485,2273366,154D
80486,2273367,154D
80487,2273368,667F
80488,2273369,667F
80489,2273370,667F
80607,2273371,351D
80608,2273372,""
80609,2273373,""
80610,2273374,""
81627,2273375,211D
81629,2273376,348D
82366,2273377,86E
82539,2273378,351D
82866,2273379,301D
83263,2273380,351D
83264,2273381,351D
83265,2273382,351D
83266,2273383,351D
83267,2273384,351D
83268,2273385,351D
83269,2273386,351D
83270,2273387,351D
83271,2273388,351D
83272,2273389,351D
83273,2273390,351D
83274,2273391,351D
83275,2273392,351D
83276,2273393,351D
83277,2273394,351D
83278,2273395,351D
83279,2273396,351D
83516,2273397,86E
83896,2273398,4637F
83944,2273399,351D
84749,2273400,436E
84752,2273401,285D
84892,2273402,238D
84896,2273403,270D
84945,2273404,436E
85015,2273405,347D
85244,2273406,675F
85259,2273407,4020F
85570,2273408,3308F
85573,2273409,3308F
85583,2273410,301D
85634,2273411,351D
85635,2273412,351D
85636,2273413,351D
85637,2273414,351D
85638,2273415,351D
85639,2273416,351D
85640,2273417,351D
85985,2273418,
86177,2273419,647E
86256,2273420,271D
86358,2273421,4477F
86399,2273422,778F
86712,2273423,301D
87006,2273424,301D
87180,2273425,1597E
87372,2273426,1939E
87384,2273427,236F
87389,2273428,351D
87391,2273429,351D
87395,2273430,4122F
87533,2273431,4398F
87850,2273432,236D
87980,2273433,270D
87981,2273434,1559E
87982,2273435,2001E
87984,2273436,351D
88032,2273437,351D
88033,2273438,351D
88034,2273439,351D
88035,2273440,351D
88044,2273441,1499E
88085,2273442,1367E
88090,2273443,2001E
88094,2273444,2001E
88097,2273445,291D
88099,2273446,291D
88100,2273447,4246F
88103,2273448,2112E
88105,2273449,2112E
88106,2273450,2112E
88115,2273451,4080F
88187,2273452,571E
88332,2273453,351D
88337,2273454,351D
88344,2273455,3938F
88415,2273456,1103E
88416,2273457,123D
88431,2273458,272D
88434,2273459,136D
88508,2273460,234D
88509,2273461,234D
88528,2273462,3884F
88575,2273463,301D
88661,2273464,1508E
88664,2273465,351D
88714,2273466,351D
88733,2273467,351D
88884,2273468,351D
88885,2273469,351D
88886,2273470,301D
88985,2273471,301D
88986,2273472,1866E
88988,2273473,1426E
88994,2273474,301D
88998,2273475,351D
89130,2273476,301D
9508,2273477,351D
56122,2276408,351D
77396,2276409,351D
79870,2276410,351D
80036,2276411,351D
82540,2276412,351D
82998,2276413,185D
87062,2276414,4385F
87184,2276415,2003E
87187,2276416,2003E
87830,2276417,273D
88212,2276418,1800E
88253,2276419,3407F
88692,2276420,301D
78479,2277230,3406F
83404,2277231,301D
84011,2277232,351D
85695,2277233,296D
87635,2277234,120D
87952,2277235,55D
87954,2277236,510D
87955,2277237,55D
87957,2277238,55D
87958,2277239,510D
87960,2277240,55D
87961,2277241,55D
87962,2277242,510D
87963,2277243,55D
87964,2277244,55D
87965,2277245,55D
87966,2277246,510D
87967,2277247,55D
87968,2277248,55D
87969,2277249,55D
87972,2277250,1566E
88256,2277251,307D
3720,2287433,2060E
66632,2287434,301D
68679,2287435,300D
80710,2287436,351D
84019,2287437,351D
85400,2287438,351D
85613,2287439,1026E
86681,2287440,151D
86684,2287441,151D
87175,2287442,14D
87176,2287443,14D
87902,2287444,1103E
87903,2287445,1103E
87904,2287446,1103E
87970,2287447,510D
88414,2287448,449E
88698,2287449,0
88857,2287450,301D
88860,2287451,301D
88864,2287452,351D
88990,2287453,436E
89188,2287454,301D
89190,2287455,301D
89277,2287456,436E
15778,2288288,""
16558,2288289,449E
47409,2288290,647E
62711,2288291,1369E
63597,2288292,4386F
78031,2288293,278D
79613,2288294,2030E
84483,2288295,289D
84511,2288296,300D
84936,2288297,4070F
84937,2288298,4075F
84938,2288299,4072F
85285,2288300,548D
85531,2288301,4646F
86192,2288302,1379E
86193,2288303,287D
86517,2288304,273D
86518,2288305,4134F
86520,2288306,2110E
86998,2288307,
87173,2288308,1306E
87271,2288309,251D
87295,2288310,1419E
88067,2288311,4489F
88070,2288312,4489F
88077,2288313,4489F
88084,2288314,1367E
88086,2288315,1367E
88088,2288316,1367E
88089,2288317,1369E
88091,2288318,1369E
88524,2288319,4073F
88548,2288320,4339F
88601,2288321,236D
88603,2288322,1879E
88605,2288323,1500E
88670,2288324,1500E
88683,2288325,436E
88871,2288326,351D
88872,2288327,351D
88879,2288328,351D
89301,2288329,351D
89316,2288330,1497E
79789,2288557,3371F
79795,2288558,3371F
79799,2288559,3371F
79800,2288560,3371F
79801,2288561,3371F
79802,2288562,3371F
79803,2288563,3371F
79804,2288564,3371F
79805,2288565,3371F
80024,2288566,""
80025,2288567,""
80026,2288568,""
83209,2288569,351D
83518,2288570,120D
84586,2288571,3421F
88669,2288572,1500E
42695,2289874,4395F
66813,2289875,301D
79771,2289876,3371F
79775,2289877,3371F
79776,2289878,3371F
79777,2289879,3371F
80015,2289880,1420E
80030,2289881,351D
80699,2289882,1417E
80700,2289883,1417E
82553,2289884,347D
82556,2289885,205D
84457,2289886,2030E
84473,2289887,1508E
84474,2289888,1488E
84485,2289889,291D
84490,2289890,291D
84491,2289891,291D
84495,2289892,291D
84501,2289893,306D
84939,2289894,683E
84980,2289895,135D
86250,2289896,271D
86251,2289897,351D
86261,2289898,271D
87164,2289899,1027E
87165,2289900,1027E
87269,2289901,305D
87348,2289902,351D
87377,2289903,55D
87541,2289904,4433F
87701,2289905,281D
87732,2289906,1318E
87865,2289907,301D
88050,2289908,1480E
88051,2289909,1480E
88092,2289910,351D
88093,2289911,351D
88095,2289912,351D
88096,2289913,351D
88101,2289914,351D
88104,2289915,351D
88327,2289916,26D
88331,2289917,37D
88487,2289918,351D
88488,2289919,351D
88491,2289920,351D
88615,2289921,4175F
88728,2289922,351D
88739,2289923,351D
88804,2289924,251D
88828,2289925,787E
88865,2289926,301D
89081,2289927,4144F
89091,2289928,351D
89341,2289929,1790E
89342,2289930,2003E
89344,2289931,3132F
89345,2289932,3132F
89346,2289933,3132F
89425,2289934,4460F
89426,2289935,805E
22411,2290959,1481E
49930,2290960,4399F
56292,2290961,351D
72140,2290962,4245F
78411,2290963,
83145,2290964,1903E
85617,2290966,29D
86228,2290967,1426E
87071,2290968,347D
87109,2290969,4038F
87312,2290970,4087F
87353,2290971,672F
87943,2290972,2028E
88038,2290973,193D
88712,2290974,4240F
88834,2290975,3132F
88836,2290976,3132F
89113,2290978,510D
89191,2290979,301D
89390,2290980,
89391,2290981,301D
89392,2290982,
89483,2290983,273D
41109,2291472,2104E
79543,2291473,4350F
83182,2291474,304D
84597,2291475,2104E
85022,2291476,55D
85393,2291477,""
85516,2291478,3306F
85518,2291479,3306F
85527,2291480,1545E
85528,2291481,1545E
85533,2291482,1364E
85535,2291483,1364E
86206,2291484,1866E
86207,2291485,1840E
86329,2291486,207E
86779,2291487,611E
87298,2291488,3306F
87303,2291490,105D
87329,2291492,2148E
87330,2291493,2148E
87331,2291494,2148E
87399,2291495,846E
87400,2291496,846E
87402,2291497,846E
87403,2291498,846E
87911,2291499,2646F
88098,2291500,351D
88448,2291501,1485E
88458,2291502,1485E
88539,2291503,1508E
88730,2291504,270D
88874,2291505,351D
88875,2291506,351D
88876,2291507,351D
89431,2291508,1876E
89492,2291509,1998E
89507,2291510,1998E
89515,2291511,3E
89518,2291512,3E
89521,2291513,3E
89523,2291514,2176E
48455--2,2291786,1304E
57917--2,2291791,55D
14810,2292008,1908E
71730,2292009,665E
80011,2292010,351D
80012,2292011,351D
80013,2292012,351D
86514,2292013,273D
88537,2292014,1502E
89429,2292015,4458F
67607,2292763,301D
79778,2292764,351D
83476,2292765,107D
83487,2292766,2171E
85670,2292767,351D
86457,2292768,416D
86458,2292769,416D
86480,2292770,1325E
86481,2292771,1325E
86566,2292772,1325E
86896,2292773,295D
86897,2292774,296D
87124,2292775,3412F
87386,2292776,296D
87387,2292777,300D
87388,2292778,351D
87455,2292779,1566E
87799,2292780,351D
87895,2292781,202D
87896,2292782,202D
87897,2292783,202D
87944,2292784,1847E
87977,2292785,775E
88290,2292786,273D
88498,2292788,351D
88506,2292789,320D
88532,2292790,2138E
88593,2292791,2155E
88594,2292792,2151E
88841,2292793,3132F
88842,2292794,416D
89085,2292795,4475F
89086,2292796,4479F
89090,2292797,4480F
89093,2292798,4476F
89094,2292799,4474F
89101,2292800,2003E
89103,2292801,2003E
89104,2292802,3857F
89327,2292803,404D
89328,2292804,404D
89329,2292805,1566E
89332,2292806,1566E
89356,2292807,302D
89486,2292808,1513E
89522,2292809,3887F
89547,2292810,351D
89548,2292811,351D
89550,2292812,205D
57127,2293555,351D
70022,2293556,3975F
79784,2293557,3371F
79785,2293558,3371F
79786,2293559,3371F
80007,2293560,3371F
80016,2293561,3371F
80017,2293562,3371F
80019,2293563,3371F
80073,2293564,3371F
80941,2293565,4249F
80942,2293566,4285F
80943,2293567,291D
80944,2293568,4285F
80946,2293569,3371F
80948,2293570,3371F
81042,2293571,3371F
81043,2293572,351D
81045,2293573,351D
81066,2293574,351D
81072,2293575,3878F
81079,2293576,351D
81349,2293577,2146E
82897,2293578,351D
82902,2293579,351D
82903,2293580,3371F
84010,2293581,351D
84247,2293582,0
84844,2293583,824E
85032,2293584,510D
85792,2293585,667F
86059,2293586,351D
86078,2293587,237D
86098,2293588,237D
86101,2293589,1950E
87107,2293590,4020F
87126,2293591,97D
87131,2293592,""
87143,2293593,4292F
87350,2293594,4451F
87363,2293595,843E
87775,2293596,351D
87894,2293597,486E
87909,2293598,
87910,2293599,328D
87933,2293600,103D
87934,2293601,2155E
87946,2293602,555D
87947,2293603,555D
87951,2293604,202D
87953,2293605,1027E
88058,2293606,213D
88081,2293607,3371F
88142,2293608,234D
88445,2293609,2037E
88803,2293610,4175F
88870,2293611,351D
88880,2293612,351D
88921,2293613,4087F
88958,2293614,3371F
88984,2293615,1895E
88989,2293616,
88995,2293617,351D
88996,2293618,351D
88999,2293619,351D
89004,2293620,1320E
89055,2293621,1908E
89096,2293622,4445F
89136,2293623,353D
89213,2293624,1548E
89323,2293625,241D
89331,2293626,1564E
89334,2293627,1566E
89335,2293628,1888E
89340,2293629,601D
89343,2293630,3857F
89362,2293631,1502E
89421,2293632,25E
89502,2293633,236D
89552,2293634,296D
89578,2293635,301D
89648,2293636,296D
89660,2293637,1998E
89669,2293638,3371F
89671,2293639,3371F
89672,2293640,3371F
89686,2293641,273D
89719,2293642,351D
89721,2293643,301D
9093,2293644,299D
78034,2294221,236D
78419,2294222,301D
80010,2294223,3371F
80014,2294224,3371F
80021,2294225,3371F
81234,2294226,1931E
84420,2294227,291D
84576,2294228,86E
86041,2294229,3371F
86043,2294230,3371F
86045,2294231,3371F
86222,2294232,351D
86224,2294233,351D
87074,2294234,3371F
87076,2294235,3371F
87078,2294236,3371F
87079,2294237,3371F
87081,2294238,3371F
87082,2294239,3371F
87087,2294240,1471E
87127,2294241,120D
87136,2294242,291D
87147,2294243,2155E
87156,2294244,147E
87157,2294245,351D
87158,2294246,351D
87178,2294247,545D
87304,2294248,1412E
87609,2294249,291D
87611,2294250,291D
87615,2294251,291D
87617,2294252,288D
87619,2294253,288D
87621,2294254,87E
87626,2294255,1483E
87627,2294256,1483E
87629,2294257,1481E
87630,2294258,3371F
87632,2294259,1483E
87636,2294260,4068F
87726,2294261,1483E
87756,2294262,351D
87935,2294263,2155E
87986,2294264,4071F
87988,2294265,1483E
88359,2294266,351D
88540,2294267,3371F
88609,2294268,3371F
88671,2294269,1500E
88881,2294270,351D
88910,2294271,1471E
88911,2294272,1027E
88912,2294273,1027E
88932,2294274,351D
89056,2294275,1268F
89088,2294276,4480F
89110,2294277,1652E
89167,2294278,1306E
89174,2294279,1306E
89427,2294280,4128F
89443,2294281,1322E
89449,2294282,3016F
89647,2294283,351D
89688,2294284,138E
89739,2294285,351D
56293,2294677,351D
7710,2294678,351D
77477,2294679,2030E
77479,2294680,2033E
79890,2294681,3371F
80483,2294682,774F
82660,2294683,3975F
84684,2294684,805E
84685,2294685,805E
85626,2294686,169D
86191,2294687,2000E
87132,2294688,303D
87134,2294689,120D
87151,2294690,4143F
87159,2294691,351D
87160,2294692,351D
87385,2294693,4294F
87392,2294694,4313F
87394,2294695,865E
87642,2294696,351D
87790,2294697,
88001,2294698,3373F
88083,2294699,1367E
88259,2294700,611E
88339,2294701,2001E
88422,2294702,272D
88423,2294703,272D
88424,2294704,1488E
88425,2294705,351D
88426,2294706,351D
88427,2294707,274D
88507,2294708,3371F
88595,2294709,2152E
88960,2294710,351D
88961,2294711,351D
88962,2294712,351D
89022,2294713,3371F
89025,2294714,351D
89030,2294715,351D
89032,2294716,351D
89048,2294717,351D
89049,2294718,351D
89125,2294719,351D
89137,2294720,1028E
89300,2294721,351D
89516,2294722,1898E
89517,2294723,1897E
89683,2294724,273D
89693,2294725,304D
89855,2294726,351D
89962,2294727,4087F
34600,2295339,351D
69239,2295340,4244F
76062,2295341,4339F
78689,2295342,351D
79167,2295343,4637F
80018,2295344,3371F
81272,2295345,351D
81277,2295346,351D
81720,2295347,351D
83972,2295348,
84577,2295349,133D
84578,2295350,133D
84580,2295351,120D
84581,2295352,243F
86227,2295353,1867E
86527,2295354,90D
86679,2295355,151D
86680,2295356,151D
86682,2295357,151D
87128,2295358,121D
87129,2295359,270D
87130,2295360,4244F
87153,2295361,2148E
87154,2295362,102D
87208,2295363,4030F
87220,2295364,4061F
87222,2295365,525E
87223,2295366,211D
87224,2295367,211D
87225,2295368,351D
87226,2295369,351D
87227,2295370,548D
87290,2295371,2015E
87291,2295372,""
87412,2295373,351D
87414,2295374,351D
87415,2295375,351D
87416,2295376,351D
87417,2295377,351D
87419,2295378,351D
87420,2295379,351D
87423,2295380,351D
87424,2295381,351D
87592,2295382,351D
87594,2295383,3371F
87637,2295384,351D
87638,2295385,351D
87639,2295386,351D
87640,2295387,351D
87641,2295388,351D
87643,2295389,351D
87645,2295390,351D
87646,2295391,351D
87647,2295392,351D
87648,2295393,351D
87649,2295394,351D
87650,2295395,351D
87651,2295396,351D
87652,2295397,3371F
87898,2295398,202D
88138,2295399,238D
88139,2295400,236D
88140,2295401,236D
88147,2295402,1418E
88149,2295403,1418E
88333,2295404,351D
88334,2295405,351D
88336,2295406,351D
88510,2295407,234D
88850,2295408,296D
89002,2295409,""
89045,2295410,291D
89052,2295411,351D
89150,2295412,1307E
89153,2295413,1307E
89157,2295414,1562E
89158,2295415,1545E
89159,2295416,1545E
89160,2295417,4D
89162,2295418,1541E
89164,2295419,4D
89166,2295420,1950E
89168,2295421,1559E
89525,2295422,155D
89682,2295423,273D
89695,2295424,121D
89914,2295425,3286F
7981,2296334,1481E
79968,2296335,347D
86651,2296336,3371F
86652,2296337,3371F
87901,2296338,3371F
88052,2296339,1480E
88987,2296340,""
89057,2296341,3371F
89063,2296342,3371F
89707,2296343,3371F
56124,2296758,3371F
78565,2296759,4198F
79889,2296760,3371F
79899,2296761,3371F
80081,2296762,3371F
80082,2296763,3371F
80083,2296764,3371F
81810,2296765,290D
87058,2296766,1449E
87059,2296767,1449E
87068,2296768,449E
87070,2296769,449E
88154,2296770,4151F
88156,2296771,4151F
88343,2296772,3933F
88480,2296773,586D
88696,2296774,300D
88699,2296775,300D
88704,2296776,2034F
88705,2296777,4372F
88709,2296778,2034F
88798,2296779,300D
88845,2296780,296D
88917,2296781,4087F
89100,2296782,4076F
66214,2297352,55D
76562,2297353,3371F
79915,2297354,154D
79916,2297355,254E
79917,2297356,3427F
79918,2297357,154D
79920,2297358,154D
79921,2297359,154D
79922,2297360,351D
82104,2297361,304D
82996,2297362,3371F
84253,2297363,2003E
84254,2297364,36D
87075,2297365,1103E
