pe_ref_in_enseigne,pe_id,p_id_cat
21791,925415,3964F
42468,925416,1566E
44373,925417,1471E
44633,925560,1896E
44382,925561,4216F
44142,925562,
44287,925564,2155E
44537,925566,
44549,925567,
44546,925568,
44565,925569,
44551,925570,
44559,925571,
44557,925572,
44590,925573,304D
44514,925574,
44503,925575,351D
44333,925576,
40302,925581,
21557,925582,2043E
44379,925583,
43862,925584,2091E
44291,925586,1496E
41827,926012,648E
42794,926027,450E
42940,926029,200E
42941,926030,199E
42942,926031,199E
44237,926032,1369E
44733,926067,238D
44735,926068,238D
42459,926069,87D
42460,926070,87D
42461,926071,87D
44347,926074,728E
44349,926075,728E
43677,926088,1541E
43678,926089,1541E
43618,926093,3351F
44082,926095,353D
43160,926105,431D
44629,926114,3999F
20071,926118,227D
44254,926139,68E
44760,926183,1487E
44758,926184,1487E
44761,926185,1488E
44759,926186,1488E
44752,926187,27E
44777,926227,235D
44776,926228,276D
44618,926229,3933F
44231,926234,1368E
44701,926235,
44702,926236,
44688,926237,
44685,926238,
44686,926239,
42915,926341,
44772,926342,
44029,926359,
44022,926360,2104E
44019,926361,553D
43016,926501,139D
44381,926520,4204F
44328,926521,
44332,926522,
44331,926523,
44361,926524,357E
44162,926526,
44489,926551,
44528,926593,
44696,926595,
44689,926596,
44690,926597,
44697,926598,
44698,926599,
44699,926600,
44151,926607,
44700,926608,
44694,926609,
44695,926610,
44393,926617,1481E
44163,926623,
44495,926625,
2242,926633,538D
44161,926637,
44222,926653,2104E
43822,926655,3933F
44640,926656,3997F
44169,926658,
44306,926808,151D
44308,926809,291D
44674,926810,290D
44178,926824,1105E
7676,926836,295D
44600,926843,4151F
22686,926851,3997F
43637,926852,2153E
44358,926924,548D
43821,926940,1879E
7677,926977,295D
44266,926988,
44770,927301,240D
43255,927304,270D
43256,927306,270D
44274,927310,120D
44286,927345,
44740,927375,241D
44691,927376,
44692,927377,
44693,927378,
44687,927379,
44113,927503,291D
44114,927504,291D
44115,927505,291D
44116,927506,291D
44326,927507,211D
44086,927519,449E
44087,927521,449E
44265,927525,
44398,927610,4301F
44397,927611,
44675,927678,297D
43747,927685,
44109,927730,247D
44110,927731,247D
44108,927732,1802E
44103,927733,151D
44104,927734,151D
44105,927735,151D
44107,927736,3892F
44106,927737,3892F
44118,927738,212E
44117,927739,212E
44102,927740,211D
44101,927741,211D
44614,927754,235D
44592,927755,
43263,928416,347D
43249,928434,1897E
44619,928438,3997F
43817,928493,1868E
44008,928505,
44007,928506,
43735,928507,
43253,928526,1103E
43806,928529,328E
43802,928530,3997F
43250,928531,1897E
44263,928532,2138E
44753,928533,237D
44742,928551,237D
43743,928557,
38711,928897,349D
38773,928898,349D
38765,928912,194D
44812,928914,153D
38668,928915,55D
44626,928957,3964F
44627,928962,3965F
42205,929008,1327E
44610,929044,3996F
44611,929045,
44623,929050,3997F
39193,929057,1316E
44616,929058,3997F
44617,929059,3964F
44628,929068,1896E
43816,929069,3997F
44631,929070,3999F
44609,929259,3996F
43438,929276,
44598,929279,
44630,929281,3999F
44615,929291,3964F
44613,929292,3964F
39145,929296,1293E
39265,929297,
22542,929298,
38230,929299,
44612,929319,3996F
44384,929320,4229F
44568,929322,
44567,929323,
44119,929324,
44131,929325,
44132,929326,
44808,929327,
193,929732,3502F
43214,929734,191E
44828,929735,1364E
43896,929743,139D
43824,929747,215E
44360,929765,154D
44081,929766,353D
44338,929792,19D
44324,929793,558E
43894,929794,139E
43892,929809,139E
44340,929860,2060E
44028,929868,126D
44341,930055,3855F
44830,930078,
44829,930079,
44833,930081,2138E
44387,930082,1498E
44391,930083,1511E
43081,930139,1879E
44334,930141,
44077,930142,4219F
44129,930155,
44255,930244,4477F
44256,930245,669F
44261,930246,1292E
42931,930295,
42930,930296,
42929,930297,
44438,930317,
42817,930321,1303E
42816,930322,1303E
44058,930328,1428E
44595,930331,
44681,930340,
44831,930341,4040F
44832,930342,2138E
44165,930347,
44342,930891,1802E
44389,930892,1498E
44130,930939,
44670,930990,2018E
44669,930991,552D
44668,930992,2012E
8749,931267,220D
44179,931276,30D
44816,931277,
44128,931345,
44749,931419,237D
44748,931420,237D
44732,931421,237D
44731,931422,237D
44765,931449,1486E
44834,931451,1292E
44597,931452,
42914,931510,
42913,931511,
42912,931512,
25057,931542,1485E
44724,931543,1483E
10495,931560,1545E
43680,931565,1432E
43676,931576,1541E
44083,931604,206D
44292,931625,1499E
44288,931651,1482E
44343,931692,1802E
39130,931737,
43992,931776,291D
44810,931787,301D
42694,931837,177D
44385,931845,4295F
44126,931847,
44311,931878,583D
44127,931882,
43369,932115,4483F
43437,933284,
44357,933352,2043E
44356,933353,2043E
43184,933356,
43185,933357,
43186,933358,
43188,933359,
43187,933360,296D
43189,933361,296D
43190,933362,296D
44240,933367,665E
44710,933383,1492E
43222,933389,450E
15670,933407,3442F
43266,933426,191E
43267,933427,302D
43268,933428,191E
43269,933429,191E
43270,933430,191E
43271,933431,191E
43272,933432,191E
43273,933433,191E
42024,933458,151D
42026,933459,3939F
42028,933460,3937F
42031,933461,3892F
42032,933462,3883F
43260,933472,620F
42029,933490,3883F
44596,933515,
39462,933518,274D
44836,933618,55D
42025,933620,151D
42030,933649,3892F
44370,933676,
39931,933680,
43259,933714,168D
44835,933716,1292E
43201,933752,
43202,933753,
44257,933804,3975F
44868,933818,349D
44475,933819,295D
44464,933820,295D
44388,933846,1529E
44390,933847,1481E
44394,933870,1498E
42033,933884,3883F
44869,933900,349D
44177,933901,510D
44601,933903,3998F
44657,933906,4040F
44337,933912,1105E
44166,933913,90D
43819,933914,3997F
43911,933915,3997F
44336,933918,1888E
43818,933920,3964F
44247,933926,205D
44249,933927,205D
44368,933942,1566E
44392,933952,1482E
44867,933962,1917E
21436,933963,
43655,933964,
44800,933966,
44802,933967,
44799,933968,
44248,934034,205D
44250,934035,205D
44890,934036,
44795,934037,
44891,934039,
44718,934040,3406F
44892,934041,
44794,934042,
44798,934043,
44716,934053,3406F
44369,934114,1564E
44371,934724,2676F
44606,934764,4499F
43597,934776,1914E
22517,934808,551E
43987,935221,
43986,935222,296D
43982,935223,296D
44573,935225,
44866,935227,247D
44329,935228,
44330,935229,
44575,935232,234F
22696,935263,122D
44870,935265,275D
44818,935954,
44805,935955,
44801,936777,
41034,936785,215E
44253,936786,
44789,936787,
44788,936788,
44797,936789,
44252,936799,
44966,936940,2003E
45000,936941,1840E
45001,936942,4339F
45002,936944,4332F
45007,936945,151D
43820,936952,3998F
44987,936955,288D
44983,936957,288D
44984,936960,288D
44988,936962,288D
44986,936963,288D
44273,936964,2153E
37903,936973,1796E
44838,936980,4285F
44272,937009,2148E
38455,937015,2031E
45016,937041,
45025,937045,
45020,937052,
44844,937134,4220F
44985,937138,288D
44793,937142,
44682,937143,
44683,937144,
45024,937145,
45056,937146,105D
45050,937147,
7215,937148,2059E
45057,937149,105D
44684,937150,
44175,937151,511D
45009,937152,190E
44574,937153,
44978,937154,536D
44977,937155,
45036,937169,
44344,937170,538D
45043,937175,
39481,937301,3892F
44999,937302,1840E
42828,937340,1027E
44296,937343,1481E
44764,937502,1490E
44839,937503,4288F
45022,937559,3931F
44850,937560,2091E
12454,937561,247D
45041,937589,
45059,937651,
45058,937652,
45011,937654,
42934,937655,
44959,937656,
38704,937660,0
21395,937661,288D
45060,937662,
42933,937668,
42932,937669,
42935,937710,
44840,937717,4288F
44841,937718,4286F
44725,937760,237D
44726,937761,237D
44727,937762,237D
699,937767,1903E
45032,937768,120D
45005,937769,3288F
45003,937770,4363F
45004,937771,4363F
44825,937803,3880F
44346,937839,536D
44827,937873,552D
43760,937874,2011E
44976,937886,511D
43782,937912,4319F
45023,937913,
44943,938333,301D
44577,938352,
40770,938372,1566E
43887,938384,4318F
44345,938396,536D
44164,938595,
44935,938627,318D
44936,938628,318D
45017,938676,
45026,938678,
45045,938679,
45049,938695,
45029,938696,
44576,938697,
3655,938766,206D
44939,938786,238D
44941,938787,238D
44942,938788,238D
44826,938836,4367F
44041,938842,187D
43684,938843,185D
43825,938847,3999F
44620,938848,3996F
44822,938850,551E
44821,938852,445E
44940,938861,1566E
42829,938865,1027E
43915,938866,3997F
44823,938867,220D
44042,938889,187D
44842,938981,287D
44843,939014,270D
43687,939020,""
40041,939049,4037F
44666,940632,213D
44861,940635,4355F
44424,940642,
44427,940643,
44417,940644,
43122,940675,359E
44819,940728,
43685,940755,185D
45015,942338,1850E
45027,942339,2145E
45030,942340,2145E
43784,942345,4319F
43797,942346,4290F
44353,942349,295D
44085,942350,4645F
6718,942352,2031E
43342,942356,121D
44863,942357,120D
43890,942359,213D
45062,942509,
45019,942510,
45018,942511,3939F
45013,942512,
45047,942513,
45051,942514,
43948,942515,
43226,942516,
44900,942517,193D
45006,942529,189E
45028,942530,
44744,942574,612E
45042,942592,
44111,942614,120D
43750,942616,
43749,942617,
45066,942670,208E
43843,942672,1479E
44276,942712,120D
44898,942716,670F
44896,942717,670F
44837,942810,1566E
45014,942837,
45044,942848,
45065,942866,209E
43857,942955,1303E
45048,943301,
45067,943358,2012E
44285,943372,2152E
25599,943376,450E
23151,943396,
44994,943719,
43248,943789,205E
45008,943790,126D
44766,943791,1516E
44968,943792,1324E
45100,943806,288D
44258,943808,3286F
44259,943809,3286F
43595,943820,4022F
44443,943831,205E
26140,943862,1350E
42041,943868,1340E
44432,943871,226D
44946,943872,1483E
40114,943894,295D
42919,943917,
42918,943918,
42917,943919,
42916,943920,
45089,943925,185D
43847,943942,220D
43849,943943,220D
44780,943945,
44778,943946,
44781,943947,
45064,944012,208E
43646,944021,
43647,944022,
43645,944023,
44872,944113,1420E
44873,944114,1420E
44875,944115,1421E
44879,944116,1420E
43856,944121,1303E
44768,944153,1528E
44010,944154,436E
44769,944168,1528E
44864,944184,120D
45063,944382,2012E
44665,944399,225D
44264,944425,
42146,944426,402D
44260,944427,3286F
44607,944870,1547E
45052,944871,9F
45053,944872,9F
45054,944873,9F
45055,944874,9F
45102,944875,1324E
43211,944886,209E
44281,944891,105D
44282,944892,105D
44283,944893,105D
44284,944894,2148E
7574,944895,155D
38219,944896,359E
43846,944913,220D
42442,944914,85D
43221,944930,450E
43348,944932,2145E
45092,944933,136D
44013,944961,2173E
44709,945004,1498E
40466,945372,151D
45114,945385,275D
44636,945397,2012E
44637,945398,328E
44645,945416,
44635,945417,2012E
44650,945418,1879E
44649,945419,165D
44605,945420,4499F
44757,945440,729E
15333,945444,275D
44026,945445,
44820,945446,
12412,945464,4319F
19455,945467,2099E
43642,945667,271D
43643,945668,271D
45088,945685,
44608,946084,85D
44602,946085,85D
44647,946086,328E
44638,946087,2012E
44651,946088,3892F
44653,946089,3892F
44652,946090,3892F
44634,946091,2176E
44662,946095,4319F
44661,946096,4319F
44660,946097,4319F
44569,946105,251D
44664,946109,4319F
44663,946110,4319F
45031,946157,11F
44767,946158,1516E
44967,946159,1324E
45095,946165,1999E
43611,946173,1420E
44756,946176,728E
42939,946191,200E
44442,946204,187D
43703,946218,36D
730,946249,4063F
43352,946266,1352E
42937,946418,436E
45097,947201,169D
43932,947245,
43858,947308,1304E
43396,947337,4351F
44262,947338,122D
44927,947379,1483E
43215,947473,199E
43216,947474,199E
43679,947475,200E
43213,947476,191E
45069,947477,207E
45070,947478,207E
45071,947479,207E
43891,947483,2146E
7578,947484,154D
19146,947495,1950E
44746,947503,2036E
19199,947506,4344F
40188,947508,295D
44932,947509,1502E
44962,947642,
45096,947677,
43860,947681,1320E
43859,947682,1320E
44963,947686,494D
2751,947733,1739F
15095,947735,4485F
21179,947739,2040F
21182,947740,2045F
43217,947741,147D
43633,947743,2144E
43634,947744,2146E
43635,947745,2148E
29493,947748,100D
43852,947753,583E
43914,947757,356E
45105,947759,1324E
44931,947767,1502E
44184,947774,123D
44183,947775,193D
44945,947777,301D
45320,947778,224D
45319,947779,224D
45035,947807,
45208,947811,1796E
7127,947817,3306F
43851,947840,226D
44785,947848,
44784,947849,
44783,947850,
44782,947851,
44787,947884,
44786,947885,
44251,948010,
42290,948070,1364E
44979,948071,351D
44295,948078,1487E
38450,948079,2031E
6719,948080,2031E
44754,948091,235D
44755,948092,235D
44728,948095,4349F
44729,948096,3502F
44730,948097,3502F
43781,948098,620F
19155,948099,148D
43861,948103,2003E
44854,948107,1327E
44855,948108,1327E
44747,948122,2036E
45164,948123,168D
43936,948128,
43946,948137,
17860,948139,2031E
17861,948140,2031E
44667,948141,1797E
23994,948142,304D
42084,948143,1897E
19126,948268,578D
44367,948275,
44779,948276,
45021,948327,
45040,948378,
43964,948381,2031E
38170,948383,
44246,948432,
42936,948453,
44646,948454,
43877,948455,4199F
513,948501,1866E
45415,948505,1494E
6054,948518,4184F
7587,948519,2009E
45312,948524,4359F
44862,948525,85D
44897,948528,670F
44323,948531,205D
43853,948533,1888E
43854,948534,1888E
45384,948536,3391F
43863,948546,510D
43866,948547,510D
43869,948548,55D
45210,948558,1796E
45313,948575,4365F
42688,948654,351D
43801,948695,120D
43800,948696,120D
44452,948755,307D
45417,948765,
44023,948768,
45276,948879,4343F
44024,948880,
44021,948900,
45368,949023,4329F
44355,949027,279D
42027,949053,
8727,949055,162D
43295,949063,2091E
7382,949064,151D
45269,949065,168D
43947,949066,
43957,949068,4285F
43885,949158,4231F
23869,949164,347D
44293,949165,1494E
45414,949167,306D
45416,949168,306D
45293,949171,131D
8700,949172,155D
45296,949173,3306F
45297,949174,3306F
45299,949175,3306F
45323,949205,139E
45317,949232,552D
43864,949234,510D
43868,949235,55D
43225,949238,1566E
45270,949247,168D
44071,949249,295D
19447,949258,528F
45314,949268,1412E
45325,949315,1498E
45300,949316,4319F
45302,949317,4319F
45301,949318,4319F
40182,949329,299D
40185,949330,299D
40184,949331,299D
40190,949332,297D
45038,949333,
45324,949372,1484E
44599,949397,
44893,949495,
44817,949496,
44804,949497,
44803,949498,
40181,949718,298D
42542,949719,291D
42541,949720,291D
45362,949739,
44072,949745,295D
45316,949781,1850E
45303,949795,120D
45306,949796,4292F
45305,949797,120D
45298,949798,3306F
45321,949799,138E
43884,949800,4190F
43880,949801,4205F
45322,949842,139E
45419,949853,
44279,949928,1489E
44478,949932,4459F
44476,949933,1879E
44479,949934,1879E
44480,949935,1879E
44481,949936,270D
43686,949988,4292F
44762,950008,1512E
44853,950012,1327E
45420,950016,
45421,950017,
43921,950021,1842E
45094,950022,3892F
20520,950027,
44018,950028,3963F
44622,950091,
44621,950098,
45295,950120,135D
45307,950121,4292F
45304,950122,4292F
45310,950123,1364E
45309,950124,1364E
45308,950125,1364E
10063,950137,220D
25618,950138,213D
45294,950141,139D
45315,950142,570D
44763,950212,1487E
45326,950219,4090F
45311,950240,1364E
45318,950242,1871E
44439,950253,450E
45435,950257,1659E
43912,950264,356E
43913,950265,356E
40038,950276,4037F
40762,950281,1566E
44809,950286,
44267,950420,1308E
44791,950422,
20745,950423,1502E
45422,950459,357E
44790,950462,
44654,950463,2012E
45423,950639,298D
45391,950640,
45379,950709,291D
45380,950710,291D
43878,950720,4194F
43958,950721,4285F
45223,950725,1841E
44094,950761,4009F
9282,950771,402D
17584,950775,532D
17585,950776,1651E
45369,950787,193D
44335,950788,218D
19149,950801,1364E
44223,950828,4288F
43848,950831,220D
29015,950941,4499F
33462,951064,
40603,951098,284D
45061,951108,169D
42144,951124,1597E
43945,951129,
44792,951131,
44811,951141,301D
44813,951142,
20939,951144,4202F
13009,951150,1652E
43959,951234,4289F
43359,951368,1353E
43795,951370,4290F
44280,951378,1489E
16388,951381,236D
44095,951387,4019F
44449,951409,154D
44583,951444,
44750,951447,238D
44582,951475,185D
44736,951477,238D
45381,951506,295D
45425,951557,298D
45424,951558,298D
44737,951615,238D
44074,951627,271D
43875,951628,4190F
45077,951638,251D
42973,951699,2176E
45101,951700,
43794,951752,4290F
44434,951777,348D
44435,951778,348D
44436,951779,348D
43955,951781,205D
45378,951782,432D
44195,951793,30D
43146,951798,1324E
44448,951805,154D
44447,951813,560D
43874,951815,4205F
43873,951816,1914E
44807,951829,227D
44482,951845,165D
44446,951911,560D
44579,951999,4292F
21443,952004,
45418,952014,272D
42543,952033,306D
44321,952064,271D
44318,952065,2043E
44317,952066,2043E
42600,952067,
43897,952207,139D
43919,952209,2024E
43920,952210,1842E
40963,952212,3306F
43898,952270,4290F
44944,952292,251D
45076,952294,251D
26574,952570,843E
42219,952571,4289F
43888,952572,4205F
43889,952573,4190F
43951,952574,227D
43835,952732,4291F
38452,952734,2031E
43855,952742,1888E
28022,952745,226D
44011,952750,436E
44743,952868,237D
44751,953214,241D
43881,953226,4205F
42291,953227,1364E
43850,953241,220D
44676,953248,4107F
43783,953313,4319F
43791,953315,4292F
43796,953316,4290F
43834,953317,182D
43836,953318,2183F
43837,953320,2183F
43838,953322,2183F
43839,953323,2183F
43840,953324,291D
43841,953325,291D
43842,953326,291D
43879,953389,4225F
44315,953391,4245F
766,953421,1505E
45084,953427,87D
44425,953544,
44581,953545,120D
45461,953546,
45462,953547,
43937,953574,227D
43956,953577,436E
23320,953599,227D
44876,953614,
45464,953615,85D
11562,953887,
29109,953888,4216F
29110,953889,4199F
29766,953890,
43138,953891,
43785,953892,284D
43798,953893,4290F
43882,953894,4222F
43970,953895,1941E
44658,953896,341D
44659,953897,341D
44738,953898,237D
44745,953899,647E
45090,953900,
45387,953901,
45388,953902,
45389,953903,
45407,953904,
45408,953905,
45443,953906,
45446,953907,
45465,953908,85D
45467,953909,
44950,954211,4358F
41292,954225,3390F
43358,954227,1353E
43830,954314,120D
43831,954315,120D
44865,954326,4085F
45528,954328,1998E
45529,954335,1998E
45530,954338,1998E
17549,954340,4492F
44678,954347,2155E
43923,954356,551E
43147,954446,1324E
43918,954465,169D
19114,954529,566F
43941,954543,227D
44025,954552,2031E
44027,954553,2031E
43788,954575,4293F
43922,954578,225D
45514,954585,""
45513,954586,
42504,954587,1659E
44380,954593,
44378,954595,
45478,954645,13D
44376,954646,
43793,954711,4292F
45390,954724,
22924,954765,
43789,954792,4290F
43790,954793,4293F
43787,954857,4293F
43952,954938,
43786,955003,4290F
44739,955007,237D
44639,955009,232D
43792,955119,4292F
